State,Year,Days,Good,Moderate,UnhealthyForS,Unhealthy,VeryUnhealthy,Hazardous
Missouri,2004,5565,3761,1636,153,15,0,0
Missouri,2005,5934,3391,1990,469,83,1,0
Missouri,2006,5746,3290,2050,336,69,1,0
Missouri,2007,5769,3196,2189,309,74,1,0
Missouri,2008,5576,3433,1926,186,31,0,0
Missouri,2009,6087,4276,1633,158,20,0,0
Missouri,2010,6190,3933,2019,227,11,0,0
Missouri,2011,6265,3972,2009,263,21,0,0
Missouri,2012,6405,3829,2080,437,59,0,0
Missouri,2013,6484,4700,1676,104,4,0,0
Missouri,2014,6459,4796,1570,93,0,0,0
Missouri,2015,6733,5425,1245,61,2,0,0
Missouri,2016,6866,5904,925,35,2,0,0
Missouri,2017,7578,6367,1190,20,1,0,0
Missouri,2018,3605,2839,738,27,1,0,0
Montana,1980,2325,1503,470,207,140,5,0
Montana,1981,1985,1479,328,116,59,3,0
Montana,1982,1544,1089,161,211,83,0,0
Montana,1983,1557,1097,139,192,129,0,0
Montana,1984,1659,1292,156,146,65,0,0
Montana,1985,1733,1241,216,175,100,0,1
Montana,1986,2658,1557,574,365,162,0,0
Montana,1987,3034,1746,788,366,133,1,0
Montana,1988,4077,2620,897,349,209,1,1
Montana,1989,4453,3229,714,383,123,0,1
Montana,1990,4690,3378,755,439,118,0,0
Montana,1991,4942,3703,790,367,81,0,1
Montana,1992,4446,3534,554,270,88,0,0
Montana,1993,4416,3369,610,328,109,0,0
Montana,1994,4926,3704,682,440,100,0,0
Montana,1995,5203,4119,635,377,72,0,0
Montana,1996,5116,4209,632,243,32,0,0
Montana,1997,4928,4149,570,196,13,0,0
Montana,1998,4334,3589,565,168,12,0,0
Montana,1999,4462,3731,600,116,15,0,0
Montana,2000,4851,3867,765,182,35,2,0
Montana,2001,4770,4023,619,123,5,0,0
Montana,2002,5344,4709,564,67,4,0,0
Montana,2003,5151,4497,567,69,17,1,0
Montana,2004,4583,4016,524,37,5,1,0
Montana,2005,4664,3978,630,50,6,0,0
Montana,2006,4704,3913,740,45,6,0,0
Montana,2007,4652,3801,770,54,26,1,0
Montana,2008,4719,4017,673,29,0,0,0
Montana,2009,4798,3968,793,35,2,0,0
Montana,2010,5440,4427,908,95,10,0,0
Montana,2011,5141,4158,902,72,9,0,0
Montana,2012,5297,4034,1133,80,46,4,0
Montana,2013,5687,4804,832,44,7,0,0
Montana,2014,5833,4923,860,47,3,0,0
Montana,2015,5888,4840,877,86,82,3,0
Montana,2016,5891,5143,690,52,5,0,1
Montana,2017,5830,4404,1179,131,72,25,16
Montana,2018,2921,2551,356,12,2,0,0
Nebraska,1980,1033,713,218,63,22,17,0
Nebraska,1981,850,698,133,11,3,5,0
Nebraska,1982,730,566,142,16,4,2,0
Nebraska,1983,730,633,89,8,0,0,0
Nebraska,1984,732,631,88,12,1,0,0
Nebraska,1985,1113,893,198,20,2,0,0
Nebraska,1986,1198,973,217,8,0,0,0
Nebraska,1987,1159,934,214,11,0,0,0
Nebraska,1988,1078,771,264,38,5,0,0
Nebraska,1989,1118,887,221,10,0,0,0
Nebraska,1990,1137,950,177,9,1,0,0
Nebraska,1991,1136,958,174,4,0,0,0
Nebraska,1992,1203,1063,137,3,0,0,0
Nebraska,1993,1174,1095,78,1,0,0,0
Nebraska,1994,1326,1191,125,10,0,0,0
Nebraska,1995,1423,1263,140,20,0,0,0
Nebraska,1996,1286,1149,117,18,2,0,0
Nebraska,1997,1158,1006,132,19,1,0,0
Nebraska,1998,872,766,97,7,2,0,0
Nebraska,1999,1355,1061,280,11,3,0,0
Nebraska,2000,1733,1313,409,11,0,0,0
Nebraska,2001,1932,1545,382,5,0,0,0
Nebraska,2002,2091,1707,382,2,0,0,0
Nebraska,2003,1893,1518,367,7,1,0,0
Nebraska,2004,2003,1688,305,10,0,0,0
Nebraska,2005,2057,1575,456,26,0,0,0
Nebraska,2006,1942,1564,367,11,0,0,0
Nebraska,2007,1968,1529,419,20,0,0,0
Nebraska,2008,1889,1373,501,15,0,0,0
Nebraska,2009,1888,1648,232,6,1,1,0
Nebraska,2010,1962,1594,352,14,2,0,0
Nebraska,2011,2406,1923,477,6,0,0,0
Nebraska,2012,2436,1807,596,32,1,0,0
Nebraska,2013,2259,1898,354,7,0,0,0
Nebraska,2014,2215,1925,286,4,0,0,0
Nebraska,2015,2299,2003,291,5,0,0,0
Nebraska,2016,2134,1913,214,7,0,0,0
Nebraska,2017,2214,1892,317,5,0,0,0
Nebraska,2018,1604,1358,242,4,0,0,0
Nevada,1980,731,237,299,158,30,7,0
Nevada,1981,1219,597,402,196,17,7,0
Nevada,1982,875,410,337,93,23,11,1
Nevada,1983,1314,940,292,54,25,3,0
Nevada,1984,1254,532,530,172,15,5,0
Nevada,1985,1501,724,552,187,35,3,0
Nevada,1986,1553,807,520,196,27,3,0
Nevada,1987,1550,998,473,75,4,0,0
Nevada,1988,1630,945,521,152,9,3,0
Nevada,1989,1445,905,445,90,4,1,0
Nevada,1990,1106,546,450,94,12,4,0
Nevada,1991,1263,642,550,69,2,0,0
Nevada,1992,1366,869,443,52,2,0,0
Nevada,1993,1551,1081,423,41,5,1,0
Nevada,1994,1787,1161,556,67,3,0,0
Nevada,1995,1766,1250,475,37,4,0,0
Nevada,1996,1791,1139,551,97,3,1,0
Nevada,1997,2096,1507,537,51,1,0,0
Nevada,1998,2135,1515,530,79,10,1,0
Nevada,1999,2284,1448,737,90,7,1,1
Nevada,2000,2400,1646,676,75,2,0,1
Nevada,2001,2453,1720,624,104,5,0,0
Nevada,2002,2453,1749,600,94,8,1,1
Nevada,2003,2359,1673,600,73,12,1,0
Nevada,2004,2638,2026,548,61,3,0,0
Nevada,2005,2687,2075,527,75,10,0,0
Nevada,2006,2402,1679,633,82,7,0,1
Nevada,2007,2854,2141,634,71,8,0,0
Nevada,2008,2919,2267,587,62,3,0,0
Nevada,2009,2651,2104,510,36,1,0,0
Nevada,2010,2909,2349,520,40,0,0,0
Nevada,2011,2997,2352,581,62,2,0,0
Nevada,2012,2580,1736,745,85,6,0,1
Nevada,2013,2895,2022,758,68,26,7,0
Nevada,2014,2951,2120,786,34,6,0,0
Nevada,2015,3027,2258,717,48,4,0,0
Nevada,2016,3209,2517,653,37,0,1,1
Nevada,2017,3224,2482,692,45,5,0,0
Nevada,2018,1842,1333,434,74,1,0,0
New Hampshire,1980,1451,640,450,243,113,5,0
New Hampshire,1981,1686,823,538,263,58,4,0
New Hampshire,1982,1519,695,517,248,55,4,0
New Hampshire,1983,1578,844,512,198,22,2,0
New Hampshire,1984,1443,666,457,282,36,2,0
New Hampshire,1985,1458,598,574,247,39,0,0
New Hampshire,1986,1460,656,553,221,30,0,0
New Hampshire,1987,1456,797,408,217,32,2,0
New Hampshire,1988,1461,724,461,213,48,15,0
New Hampshire,1989,1576,834,518,194,27,3,0
New Hampshire,1990,2236,1404,532,264,36,0,0
New Hampshire,1991,2224,1543,439,196,40,6,0
New Hampshire,1992,2247,1624,402,198,22,1,0
New Hampshire,1993,2245,1655,406,159,25,0,0
New Hampshire,1994,2205,1604,441,131,28,1,0
New Hampshire,1995,2217,1735,348,117,17,0,0
New Hampshire,1996,2855,2290,426,121,18,0,0
New Hampshire,1997,2929,2428,385,93,18,5,0
New Hampshire,1998,3014,2358,501,140,15,0,0
New Hampshire,1999,2918,2215,531,152,19,1,0
New Hampshire,2000,2846,2365,401,75,5,0,0
New Hampshire,2001,2930,2231,535,142,20,2,0
New Hampshire,2002,2798,2118,513,125,35,7,0
New Hampshire,2003,2507,1869,521,116,1,0,0
New Hampshire,2004,2227,1714,414,90,9,0,0
New Hampshire,2005,2189,1602,474,108,5,0,0
New Hampshire,2006,2187,1675,427,84,1,0,0
New Hampshire,2007,2184,1618,444,110,12,0,0
New Hampshire,2008,2274,1790,415,64,5,0,0
New Hampshire,2009,2323,1844,388,85,6,0,0
New Hampshire,2010,2398,1836,442,111,9,0,0
New Hampshire,2011,2392,1817,504,62,9,0,0
New Hampshire,2012,2405,1982,404,19,0,0,0
New Hampshire,2013,2402,1994,399,9,0,0,0
New Hampshire,2014,2403,2042,353,8,0,0,0
New Hampshire,2015,2392,2056,323,12,1,0,0
New Hampshire,2016,2452,2213,229,10,0,0,0
New Hampshire,2017,2488,2272,210,5,1,0,0
New Hampshire,2018,1300,1162,134,4,0,0,0
New Jersey,1980,5797,2742,1997,612,302,144,0
New Jersey,1981,5845,2977,1984,653,176,55,0
New Jersey,1982,5860,2958,2061,581,202,58,0
New Jersey,1983,5766,2768,1975,585,266,172,0
New Jersey,1984,5786,2968,2021,555,185,57,0
New Jersey,1985,5777,2966,1931,548,252,80,0
New Jersey,1986,5452,3152,1661,398,190,51,0
New Jersey,1987,5273,3078,1472,387,210,126,0
New Jersey,1988,5441,3220,1433,372,219,197,0
New Jersey,1989,5445,3302,1558,375,171,39,0
New Jersey,1990,5369,3473,1354,329,158,55,0
New Jersey,1991,5464,3362,1360,396,250,96,0
New Jersey,1992,5493,3862,1259,267,88,17,0
New Jersey,1993,5514,3689,1212,387,197,29,0
New Jersey,1994,5535,3651,1361,417,101,5,0
New Jersey,1995,5585,3973,1137,289,141,45,0
New Jersey,1996,5555,3910,1243,299,99,4,0
New Jersey,1997,5563,4016,1073,293,146,35,0
New Jersey,1998,5734,4006,1156,362,204,6,0
New Jersey,1999,5638,3783,1343,286,188,38,0
New Jersey,2000,5740,3972,1445,241,64,18,0
New Jersey,2001,5697,3780,1438,328,120,31,0
New Jersey,2002,5768,3787,1336,370,231,44,0
New Jersey,2003,5697,3949,1421,261,46,20,0
New Jersey,2004,5718,4198,1303,187,30,0,0
New Jersey,2005,5739,3995,1363,292,87,2,0
New Jersey,2006,5656,3727,1617,251,58,3,0
New Jersey,2007,5774,3705,1732,273,62,2,0
New Jersey,2008,5860,3889,1738,206,27,0,0
New Jersey,2009,5843,4379,1404,60,0,0,0
New Jersey,2010,5572,3835,1481,220,35,1,0
New Jersey,2011,5599,3975,1420,174,30,0,0
New Jersey,2012,5396,3901,1286,187,22,0,0
New Jersey,2013,5421,4202,1167,49,3,0,0
New Jersey,2014,5445,4345,1047,51,2,0,0
New Jersey,2015,5470,4119,1242,105,4,0,0
New Jersey,2016,5513,4189,1237,81,6,0,0
New Jersey,2017,5589,4455,1078,56,0,0,0
New Jersey,2018,2802,2138,625,38,1,0,0
New Mexico,1980,2165,1319,501,256,80,9,0
New Mexico,1981,2417,1315,619,315,143,25,0
New Mexico,1982,2489,1448,584,325,121,11,0
New Mexico,1983,2481,1410,520,368,176,7,0
New Mexico,1984,2703,1654,551,375,120,3,0
New Mexico,1985,2798,1854,564,269,109,2,0
New Mexico,1986,2564,1666,539,263,96,0,0
New Mexico,1987,2929,1773,720,345,88,3,0
New Mexico,1988,3114,1989,827,256,42,0,0
New Mexico,1989,3407,2062,913,328,104,0,0
New Mexico,1990,3998,2754,837,301,106,0,0
New Mexico,1991,3962,2656,940,282,84,0,0
New Mexico,1992,3997,2866,730,319,82,0,0
New Mexico,1993,4102,3057,726,259,60,0,0
New Mexico,1994,4262,3168,824,248,20,1,1
New Mexico,1995,4082,2997,811,250,24,0,0
New Mexico,1996,4035,2920,845,233,30,2,3
New Mexico,1997,4058,3040,706,263,42,1,4
New Mexico,1998,4074,2841,909,255,62,3,2
New Mexico,1999,3973,2758,1004,187,24,0,0
New Mexico,2000,4167,2984,981,192,10,0,0
New Mexico,2001,4186,3113,963,103,6,1,0
New Mexico,2002,4068,3059,881,120,6,0,2
New Mexico,2003,3897,2863,873,145,10,3,2
New Mexico,2004,3865,2972,821,64,5,2,0
New Mexico,2005,4022,2983,947,88,3,0,0
New Mexico,2006,4259,3077,1048,117,10,5,2
New Mexico,2007,4882,3695,1085,97,5,0,0
New Mexico,2008,4970,3748,1136,61,13,6,3
New Mexico,2009,5001,4134,844,21,2,0,0
New Mexico,2010,4940,3900,993,33,6,2,5
New Mexico,2011,4929,3547,1275,92,6,2,5
New Mexico,2012,4903,3615,1190,83,3,3,3
New Mexico,2013,4960,3698,1173,66,13,2,7
New Mexico,2014,4868,3900,936,23,5,3,1
New Mexico,2015,4644,3764,861,17,2,0,0
New Mexico,2016,4556,3651,882,18,4,0,0
New Mexico,2017,4564,3355,1138,64,4,0,2
New Mexico,2018,2712,1837,816,53,6,0,0
New York,1980,8079,3636,2544,1482,329,88,0
New York,1981,7958,4016,2500,1201,212,29,0
New York,1982,8094,4173,2685,1062,155,19,0
New York,1983,7993,4123,2503,1064,238,65,0
New York,1984,7933,4314,2439,1002,158,20,0
New York,1985,8105,4677,2312,895,193,28,0
New York,1986,8343,4898,2461,829,133,22,0
New York,1987,8233,4924,2314,773,172,50,0
New York,1988,7858,4592,2104,741,282,139,0
New York,1989,8028,5046,2140,698,127,17,0
New York,1990,8309,5453,2104,609,119,24,0
New York,1991,9294,6093,2155,775,228,43,0
New York,1992,9710,7315,1777,525,88,5,0
New York,1993,9919,7307,1962,544,101,5,0
New York,1994,10104,7238,2161,612,85,8,0
New York,1995,10616,8181,1777,510,127,21,0
New York,1996,10609,8257,1874,399,78,1,0
New York,1997,10220,8125,1473,472,133,17,0
New York,1998,10251,7748,1844,522,130,7,0
New York,1999,10376,7582,2058,542,174,20,0
New York,2000,10852,8139,2246,388,72,7,0
New York,2001,11030,7851,2462,542,162,13,0
New York,2002,10958,7914,2223,534,257,30,0
New York,2003,10884,8300,2133,329,108,14,0
New York,2004,11028,8895,1845,268,19,1,0
New York,2005,10951,8304,2183,387,75,2,0
New York,2006,10924,8916,1781,203,21,3,0
New York,2007,11254,8266,2539,406,43,0,0
New York,2008,11386,8543,2633,181,28,1,0
New York,2009,11695,9653,1953,86,3,0,0
New York,2010,11859,9436,2201,206,15,1,0
New York,2011,11809,9614,2063,112,19,1,0
New York,2012,11585,9499,1881,192,13,0,0
New York,2013,10340,8833,1463,41,3,0,0
New York,2014,10356,9059,1270,25,2,0,0
New York,2015,10260,8627,1555,78,0,0,0
New York,2016,10260,9000,1169,89,2,0,0
New York,2017,10925,9842,1015,65,3,0,0
New York,2018,8284,7096,1084,98,5,1,0
North Carolina,1980,3000,1712,719,391,158,20,0
North Carolina,1981,3861,2329,1029,318,185,0,0
North Carolina,1982,5273,3858,1074,282,56,3,0
North Carolina,1983,7408,5221,1439,550,182,16,0
North Carolina,1984,7044,4969,1530,460,81,4,0
North Carolina,1985,5897,3894,1526,429,46,2,0
North Carolina,1986,4303,2670,1149,362,114,8,0
North Carolina,1987,5382,3569,1236,428,134,15,0
North Carolina,1988,5047,3049,1288,442,188,80,0
North Carolina,1989,5207,3671,1197,300,38,1,0
North Carolina,1990,5104,3519,1145,362,74,4,0
North Carolina,1991,5297,3991,1062,214,29,1,0
North Carolina,1992,7595,5979,1328,254,32,2,0
North Carolina,1993,7927,5554,1535,671,162,5,0
North Carolina,1994,8703,6532,1667,415,85,4,0
North Carolina,1995,9402,6799,1863,625,112,3,0
North Carolina,1996,8751,6175,1859,607,106,4,0
North Carolina,1997,9745,6325,2329,884,200,7,0
North Carolina,1998,9345,5726,2175,1047,372,25,0
North Carolina,1999,10760,5690,3712,1010,322,26,0
North Carolina,2000,11013,5568,4325,942,173,5,0
North Carolina,2001,11309,5910,4305,974,117,3,0
North Carolina,2002,10753,5510,3860,957,391,35,0
North Carolina,2003,11140,6516,4028,512,77,7,0
North Carolina,2004,11077,6857,3886,328,5,1,0
North Carolina,2005,10253,5565,3986,649,52,1,0
North Carolina,2006,11704,6114,5127,424,39,0,0
North Carolina,2007,11692,5679,5234,713,64,2,0
North Carolina,2008,11791,6820,4603,340,28,0,0
North Carolina,2009,11991,8959,2977,54,1,0,0
North Carolina,2010,12015,7630,4128,246,11,0,0
North Carolina,2011,13155,8907,4018,215,15,0,0
North Carolina,2012,13181,10265,2759,135,20,2,0
North Carolina,2013,13472,11333,2124,14,1,0,0
North Carolina,2014,13740,10997,2729,14,0,0,0
North Carolina,2015,12622,10248,2353,21,0,0,0
North Carolina,2016,11185,9211,1896,61,17,0,0
North Carolina,2017,12308,10531,1722,50,5,0,0
North Carolina,2018,8978,7423,1509,39,7,0,0
North Dakota,1980,1692,1528,132,27,5,0,0
North Dakota,1981,1928,1719,167,41,1,0,0
North Dakota,1982,2109,1777,230,81,21,0,0
North Dakota,1983,2206,1918,234,50,4,0,0
North Dakota,1984,2557,2090,334,118,15,0,0
North Dakota,1985,2562,2165,268,114,15,0,0
North Dakota,1986,3269,2825,269,153,22,0,0
North Dakota,1987,2684,2336,261,76,11,0,0
North Dakota,1988,2674,2114,410,125,25,0,0
North Dakota,1989,2719,2307,296,89,27,0,0
North Dakota,1990,2928,2579,204,109,35,1,0
North Dakota,1991,2925,2625,208,72,20,0,0
North Dakota,1992,3019,2775,198,44,2,0,0
North Dakota,1993,3202,3021,145,34,2,0,0
North Dakota,1994,2921,2727,156,37,1,0,0
North Dakota,1995,2888,2705,146,37,0,0,0
North Dakota,1996,3388,3038,267,79,4,0,0
North Dakota,1997,3699,3346,261,90,2,0,0
North Dakota,1998,3508,3179,270,53,6,0,0
North Dakota,1999,4146,3724,367,52,3,0,0
North Dakota,2000,4314,3945,305,61,3,0,0
North Dakota,2001,3828,3453,338,37,0,0,0
North Dakota,2002,3761,3401,325,35,0,0,0
North Dakota,2003,3550,3146,357,47,0,0,0
North Dakota,2004,3589,3300,250,38,1,0,0
North Dakota,2005,3437,3176,236,22,3,0,0
North Dakota,2006,3629,3281,342,6,0,0,0
North Dakota,2007,3642,3456,179,5,2,0,0
North Dakota,2008,3471,3231,233,5,2,0,0
North Dakota,2009,3287,3115,167,5,0,0,0
North Dakota,2010,3100,2704,385,11,0,0,0
North Dakota,2011,3182,2904,268,9,0,1,0
North Dakota,2012,3292,2880,399,9,4,0,0
North Dakota,2013,3271,2887,365,11,8,0,0
North Dakota,2014,3281,3032,230,16,2,1,0
North Dakota,2015,3649,3199,385,50,15,0,0
North Dakota,2016,3630,3496,130,4,0,0,0
North Dakota,2017,3945,3552,373,14,6,0,0
North Dakota,2018,2680,2212,451,15,2,0,0
Ohio,1980,8572,4343,2441,1390,359,39,0
Ohio,1981,10021,5334,2776,1505,374,32,0
Ohio,1982,10265,4961,3181,1667,417,39,0
Ohio,1983,10461,5482,2931,1544,434,70,0
Ohio,1984,10366,5469,2951,1627,311,8,0
Ohio,1985,10193,5559,2950,1437,243,4,0
Ohio,1986,9692,5304,2750,1423,201,14,0
Ohio,1987,9908,5171,3023,1391,297,25,1
Ohio,1988,10048,5313,2653,1362,544,176,0
Ohio,1989,10698,5766,3316,1345,260,11,0
Ohio,1990,11632,6855,2980,1500,277,19,1
Ohio,1991,12134,6446,3298,1782,573,35,0
Ohio,1992,12574,8144,2952,1247,228,3,0
Ohio,1993,12646,7578,3299,1468,295,6,0
Ohio,1994,12362,7471,3128,1459,295,9,0
Ohio,1995,12079,7964,2780,1045,272,18,0
Ohio,1996,11988,8074,2584,1065,250,15,0
Ohio,1997,12998,8963,2807,1022,201,5,0
Ohio,1998,12922,8203,3070,1271,360,18,0
Ohio,1999,13117,7084,4261,1412,338,22,0
Ohio,2000,12863,7559,4383,803,110,8,0
Ohio,2001,13119,7344,4390,1165,215,5,0
Ohio,2002,13252,7436,4130,1128,525,33,0
Ohio,2003,13230,7831,4410,819,136,34,0
Ohio,2004,13170,8611,3789,727,43,0,0
Ohio,2005,12714,7627,3763,1163,154,7,0
Ohio,2006,12571,8563,3373,594,41,0,0
Ohio,2007,12556,8005,3572,880,99,0,0
Ohio,2008,12548,8569,3458,492,29,0,0
Ohio,2009,12559,9407,2905,234,13,0,0
Ohio,2010,13155,7866,4786,483,20,0,0
Ohio,2011,13477,8966,4004,477,30,0,0
Ohio,2012,13359,8630,4118,538,70,3,0
Ohio,2013,12933,9675,3152,103,3,0,0
Ohio,2014,12954,9721,3113,116,4,0,0
Ohio,2015,13013,10012,2883,116,2,0,0
Ohio,2016,12980,10356,2475,144,5,0,0
Ohio,2017,13449,11145,2244,59,1,0,0
Ohio,2018,9632,7527,2000,103,2,0,0
Oklahoma,1980,1585,1055,351,133,37,9,0
Oklahoma,1981,1316,831,358,103,24,0,0
Oklahoma,1982,1468,1051,284,119,13,1,0
Oklahoma,1983,2565,1936,398,175,55,1,0
Oklahoma,1984,2530,1724,468,273,60,5,0
Oklahoma,1985,2280,1571,420,220,68,1,0
Oklahoma,1986,2553,1777,469,230,77,0,0
Oklahoma,1987,2741,2022,411,217,88,3,0
Oklahoma,1988,2679,1798,503,282,94,2,0
Oklahoma,1989,2961,2120,592,183,66,0,0
Oklahoma,1990,2991,2246,464,247,33,1,0
Oklahoma,1991,2979,2254,480,220,24,1,0
Oklahoma,1992,2846,2258,432,153,3,0,0
Oklahoma,1993,2998,2595,334,63,6,0,0
Oklahoma,1994,2975,2365,471,126,12,1,0
Oklahoma,1995,3061,2409,465,154,31,2,0
Oklahoma,1996,3089,2538,455,86,9,1,0
Oklahoma,1997,3467,2728,607,115,17,0,0
Oklahoma,1998,3752,2512,877,320,39,4,0
Oklahoma,1999,4885,3666,882,287,50,0,0
Oklahoma,2000,5754,4003,1427,271,50,3,0
Oklahoma,2001,5426,3656,1462,288,19,1,0
Oklahoma,2002,6080,4373,1462,231,14,0,0
Oklahoma,2003,6740,4602,1892,229,17,0,0
Oklahoma,2004,7090,5401,1541,144,4,0,0
Oklahoma,2005,6777,4665,1820,274,18,0,0
Oklahoma,2006,7058,4853,1754,409,39,3,0
Oklahoma,2007,6937,5360,1464,107,6,0,0
Oklahoma,2008,7341,5714,1568,56,3,0,0
Oklahoma,2009,7379,5323,1988,64,4,0,0
Oklahoma,2010,7743,5651,2044,47,1,0,0
Oklahoma,2011,7620,4622,2531,445,22,0,0
Oklahoma,2012,7316,4789,2185,318,23,1,0
Oklahoma,2013,7054,5259,1715,80,0,0,0
Oklahoma,2014,7402,5781,1592,28,1,0,0
Oklahoma,2015,7033,5923,1102,7,1,0,0
Oklahoma,2016,8026,6980,1032,13,1,0,0
Oklahoma,2017,8702,7238,1436,27,1,0,0
Oklahoma,2018,6744,5260,1407,75,2,0,0
Oregon,1980,2125,1321,651,131,18,4,0
Oregon,1981,2640,1568,889,159,18,6,0
Oregon,1982,2680,1765,814,89,12,0,0
Oregon,1983,2696,1885,744,59,7,1,0
Oregon,1984,2411,1607,754,43,7,0,0
Oregon,1985,2523,1658,763,79,18,5,0
Oregon,1986,2714,1771,857,72,11,3,0
Oregon,1987,2516,1580,857,65,12,2,0
Oregon,1988,3331,2241,1003,65,15,3,2
Oregon,1989,2762,1853,829,70,7,3,0
Oregon,1990,2858,2005,801,42,7,3,0
Oregon,1991,3090,2213,837,38,2,0,0
Oregon,1992,3024,2261,719,38,6,0,0
Oregon,1993,3045,2369,665,9,2,0,0
Oregon,1994,3061,2537,509,13,2,0,0
Oregon,1995,3095,2751,329,13,2,0,0
Oregon,1996,3023,2674,286,46,14,3,0
Oregon,1997,3052,2801,249,2,0,0,0
Oregon,1998,2986,2778,168,32,7,1,0
Oregon,1999,3624,2875,682,53,14,0,0
Oregon,2000,4359,3441,826,82,10,0,0
Oregon,2001,4424,3579,771,60,13,0,1
Oregon,2002,4490,3440,916,100,32,2,0
Oregon,2003,3265,2756,452,52,5,0,0
Oregon,2004,6048,4742,1208,88,10,0,0
Oregon,2005,7176,5696,1348,114,18,0,0
Oregon,2006,7484,6046,1335,89,13,1,0
Oregon,2007,7439,5936,1393,99,11,0,0
Oregon,2008,7776,5952,1701,112,11,0,0
Oregon,2009,8551,6714,1734,86,17,0,0
Oregon,2010,8586,7393,1168,22,3,0,0
Oregon,2011,8209,6671,1442,85,11,0,0
Oregon,2012,8270,6923,1281,47,14,1,3
Oregon,2013,8286,6354,1741,138,46,5,2
Oregon,2014,7947,6674,1195,64,14,0,0
Oregon,2015,7957,6501,1299,103,53,1,0
Oregon,2016,7556,6719,829,7,1,0,0
Oregon,2017,7903,6142,1447,171,114,22,7
Oregon,2018,1365,1246,115,3,1,0,0
Pennsylvania,1980,7171,2878,2456,1187,469,180,1
Pennsylvania,1981,8176,3896,2816,1097,315,52,0
Pennsylvania,1982,8351,3824,2820,1263,405,39,0
Pennsylvania,1983,8367,4170,2508,1041,540,108,0
Pennsylvania,1984,8430,4185,2700,1156,360,29,0
Pennsylvania,1985,8288,4030,2791,1181,263,23,0
Pennsylvania,1986,8279,4428,2656,964,216,15,0
Pennsylvania,1987,8280,4259,2580,995,378,68,0
