year,avg,state
2010,15.355416666666663,North Carolina
2011,16.119333333333334,North Carolina
2012,16.32016666666667,North Carolina
2013,16.544,North Carolina
1980,5.3388333333333335,North Dakota
1981,6.471333333333334,North Dakota
1982,3.4984999999999986,North Dakota
1983,5.280916666666667,North Dakota
1984,5.236,North Dakota
1985,3.6847500000000006,North Dakota
1986,5.561749999999999,North Dakota
1987,7.442583333333334,North Dakota
1988,6.073833333333334,North Dakota
1989,4.3901666666666666,North Dakota
1990,6.073833333333333,North Dakota
1991,5.996500000000001,North Dakota
1992,5.3963333333333345,North Dakota
1993,3.817833333333333,North Dakota
1994,4.763249999999999,North Dakota
1995,4.533166666666667,North Dakota
1996,2.81225,North Dakota
1997,5.0977500000000004,North Dakota
1998,6.509083333333333,North Dakota
1999,6.4188333333333345,North Dakota
2000,5.364250000000001,North Dakota
2001,5.998,North Dakota
2002,5.3631666666666655,North Dakota
2003,5.285416666666666,North Dakota
2004,5.124833333333332,North Dakota
2005,6.095499999999999,North Dakota
2006,6.9141666666666675,North Dakota
2007,5.769916666666667,North Dakota
2008,4.399083333333334,North Dakota
2009,3.995083333333333,North Dakota
2010,5.25875,North Dakota
2011,5.16125,North Dakota
2012,7.05875,North Dakota
2013,6.93388888888889,North Dakota
1980,10.108583333333334,Ohio
1981,10.23325,Ohio
1982,10.6075,Ohio
1983,11.0025,Ohio
1984,10.65125,Ohio
1985,10.674666666666669,Ohio
1986,11.304833333333333,Ohio
1987,11.656833333333333,Ohio
1988,10.618416666666667,Ohio
1989,10.083666666666668,Ohio
1990,11.870833333333335,Ohio
1991,12.09725,Ohio
1992,10.513333333333334,Ohio
1993,10.609333333333334,Ohio
1994,10.686333333333335,Ohio
1995,10.60033333333333,Ohio
1996,10.149666666666667,Ohio
1997,10.365166666666669,Ohio
1998,12.644083333333334,Ohio
1999,11.731250000000001,Ohio
2000,10.875333333333332,Ohio
2001,11.732666666666669,Ohio
2002,11.849166666666667,Ohio
2003,10.582416666666665,Ohio
2004,11.178083333333333,Ohio
2005,11.396666666666667,Ohio
2006,11.903166666666666,Ohio
2007,11.646999999999998,Ohio
2008,10.764833333333334,Ohio
2009,10.731416666666668,Ohio
2010,11.398583333333335,Ohio
2011,11.716999999999999,Ohio
2012,12.625583333333333,Ohio
2013,12.581333333333333,Ohio
1980,16.192999999999998,Oklahoma
1981,16.163916666666665,Oklahoma
1982,15.344166666666668,Oklahoma
1983,14.816000000000003,Oklahoma
1984,15.605333333333336,Oklahoma
1985,15.232083333333334,Oklahoma
1986,16.34183333333333,Oklahoma
1987,15.732750000000001,Oklahoma
1988,15.487499999999999,Oklahoma
1989,14.888499999999999,Oklahoma
1990,16.324499999999997,Oklahoma
1991,16.123583333333332,Oklahoma
1992,15.570749999999999,Oklahoma
1993,14.900333333333334,Oklahoma
1994,15.853666666666664,Oklahoma
1995,15.626666666666667,Oklahoma
1996,15.404916666666667,Oklahoma
1997,15.253166666666667,Oklahoma
1998,17.063833333333335,Oklahoma
1999,16.69158333333333,Oklahoma
2000,16.142583333333334,Oklahoma
2001,16.410583333333335,Oklahoma
2002,15.671083333333334,Oklahoma
2003,15.935583333333335,Oklahoma
2004,16.01925,Oklahoma
2005,16.355,Oklahoma
2006,17.10775,Oklahoma
2007,15.931333333333335,Oklahoma
2008,15.637416666666667,Oklahoma
2009,15.568583333333335,Oklahoma
2010,16.08491666666667,Oklahoma
2011,16.896250000000002,Oklahoma
2012,17.6785,Oklahoma
2013,17.524666666666665,Oklahoma
1980,8.511416666666667,Oregon
1981,8.974916666666667,Oregon
1982,7.6200833333333335,Oregon
1983,8.44525,Oregon
1984,7.715833333333333,Oregon
1985,7.1362499999999995,Oregon
1986,9.047666666666666,Oregon
1987,9.132833333333334,Oregon
1988,8.90875,Oregon
1989,8.187166666666666,Oregon
1990,8.605333333333334,Oregon
1991,8.716,Oregon
1992,9.712499999999999,Oregon
1993,7.580666666666667,Oregon
1994,8.877416666666667,Oregon
1995,9.010499999999999,Oregon
1996,8.723,Oregon
1997,8.838833333333332,Oregon
1998,8.897083333333333,Oregon
1999,8.540999999999999,Oregon
2000,8.677999999999999,Oregon
2001,8.882666666666665,Oregon
2002,8.806166666666668,Oregon
2003,9.56425,Oregon
2004,9.285166666666667,Oregon
2005,8.840000000000002,Oregon
2006,8.960333333333333,Oregon
2007,8.895833333333332,Oregon
2008,8.315166666666666,Oregon
2009,8.559083333333332,Oregon
2010,8.574583333333335,Oregon
2011,8.077583333333333,Oregon
2012,9.030083333333332,Oregon
2013,10.763555555555556,Oregon
1980,9.167416666666666,Pennsylvania
1981,9.294666666666666,Pennsylvania
1982,9.436833333333333,Pennsylvania
1983,9.86608333333333,Pennsylvania
1984,9.667083333333332,Pennsylvania
1985,9.76175,Pennsylvania
1986,9.925500000000001,Pennsylvania
1987,10.144499999999999,Pennsylvania
1988,9.505333333333335,Pennsylvania
1989,9.117,Pennsylvania
1990,10.891416666666666,Pennsylvania
1991,10.949333333333334,Pennsylvania
1992,9.2165,Pennsylvania
1993,9.51625,Pennsylvania
1994,9.44275,Pennsylvania
1995,9.694416666666667,Pennsylvania
1996,9.217416666666667,Pennsylvania
1997,9.402333333333333,Pennsylvania
1998,11.472416666666668,Pennsylvania
1999,10.545833333333334,Pennsylvania
2000,9.674833333333332,Pennsylvania
2001,10.52375,Pennsylvania
2002,10.738249999999999,Pennsylvania
2003,9.424916666666666,Pennsylvania
2004,9.988166666666666,Pennsylvania
2005,10.218,Pennsylvania
2006,10.9315,Pennsylvania
2007,10.247333333333334,Pennsylvania
2008,9.896333333333335,Pennsylvania
2009,9.65075,Pennsylvania
2010,10.5745,Pennsylvania
2011,10.735916666666668,Pennsylvania
2012,11.479500000000002,Pennsylvania
2013,11.543222222222223,Pennsylvania
1980,9.224583333333333,Rhode Island
1981,9.423833333333333,Rhode Island
1982,9.255999999999998,Rhode Island
1983,10.094583333333334,Rhode Island
1984,9.877250000000002,Rhode Island
1985,9.649999999999999,Rhode Island
1986,9.549500000000002,Rhode Island
1987,9.608666666666666,Rhode Island
1988,9.438916666666666,Rhode Island
1989,9.183583333333333,Rhode Island
1990,10.767000000000001,Rhode Island
1991,10.731499999999999,Rhode Island
1992,9.00425,Rhode Island
1993,9.511166666666666,Rhode Island
1994,9.599083333333333,Rhode Island
1995,9.748583333333332,Rhode Island
1996,9.332916666666668,Rhode Island
1997,9.5445,Rhode Island
1998,11.054333333333334,Rhode Island
1999,10.823083333333331,Rhode Island
2000,9.552916666666667,Rhode Island
2001,10.501416666666666,Rhode Island
2002,10.671333333333337,Rhode Island
2003,9.391583333333333,Rhode Island
2004,9.661,Rhode Island
2005,10.071083333333332,Rhode Island
2006,10.989166666666664,Rhode Island
2007,10.050916666666668,Rhode Island
2008,10.28175,Rhode Island
2009,9.70475,Rhode Island
2010,11.031416666666667,Rhode Island
2011,10.78425,Rhode Island
2012,11.58641666666667,Rhode Island
2013,11.569111111111113,Rhode Island
1980,17.051916666666667,South Carolina
1981,16.70483333333333,South Carolina
1982,17.509666666666664,South Carolina
1983,16.772416666666665,South Carolina
1984,17.372416666666666,South Carolina
1985,17.679583333333337,South Carolina
1986,18.223333333333333,South Carolina
1987,17.259666666666664,South Carolina
1988,16.66483333333333,South Carolina
1989,17.2435,South Carolina
1990,18.790833333333335,South Carolina
1991,18.115750000000002,South Carolina
1992,17.094916666666666,South Carolina
1993,17.439333333333334,South Carolina
1994,17.581833333333332,South Carolina
1995,17.40475,South Carolina
1996,16.993166666666664,South Carolina
1997,17.225916666666667,South Carolina
1998,18.638749999999998,South Carolina
1999,17.95275,South Carolina
2000,17.322833333333335,South Carolina
2001,17.894583333333333,South Carolina
2002,18.146,South Carolina
2003,17.39375,South Carolina
2004,17.796499999999998,South Carolina
2005,17.73,South Carolina
2006,18.011666666666667,South Carolina
2007,18.37916666666667,South Carolina
2008,17.67716666666667,South Carolina
2009,17.515833333333337,South Carolina
2010,17.402583333333332,South Carolina
2011,18.296916666666664,South Carolina
2012,18.554249999999996,South Carolina
2013,18.735666666666667,South Carolina
1980,8.224,South Dakota
1981,8.910833333333334,South Dakota
1982,6.447666666666666,South Dakota
1983,7.5369166666666665,South Dakota
1984,7.57,South Dakota
1985,6.392,South Dakota
1986,8.033,South Dakota
1987,9.530083333333332,South Dakota
1988,8.476916666666666,South Dakota
1989,7.159583333333331,South Dakota
1990,8.62425,South Dakota
1991,8.535333333333332,South Dakota
1992,7.900083333333332,South Dakota
1993,6.114666666666666,South Dakota
1994,7.52,South Dakota
1995,7.382333333333332,South Dakota
1996,5.746083333333332,South Dakota
1997,7.4785,South Dakota
1998,8.929083333333333,South Dakota
1999,9.10275,South Dakota
2000,8.096166666666667,South Dakota
2001,8.419749999999999,South Dakota
2002,8.265666666666668,South Dakota
2003,8.169583333333334,South Dakota
2004,8.273583333333333,South Dakota
2005,8.820166666666667,South Dakota
2006,9.299999999999999,South Dakota
2007,8.565,South Dakota
2008,6.95225,South Dakota
2009,6.7669999999999995,South Dakota
2010,7.677666666666666,South Dakota
2011,7.470083333333334,South Dakota
2012,9.90775,South Dakota
2013,9.773000000000001,South Dakota
1980,14.24825,Tennessee
1981,13.968916666666665,Tennessee
1982,14.456166666666668,Tennessee
1983,13.961500000000001,Tennessee
1984,14.423499999999999,Tennessee
1985,14.296333333333331,Tennessee
1986,15.180416666666668,Tennessee
1987,14.911833333333334,Tennessee
1988,14.037333333333336,Tennessee
1989,13.910249999999998,Tennessee
1990,15.483083333333335,Tennessee
1991,15.294333333333334,Tennessee
1992,14.14033333333333,Tennessee
1993,14.202083333333329,Tennessee
1994,14.478916666666668,Tennessee
1995,14.41175,Tennessee
1996,13.916833333333331,Tennessee
1997,14.064750000000002,Tennessee
1998,15.936083333333334,Tennessee
1999,15.42075,Tennessee
2000,14.701333333333332,Tennessee
2001,14.884833333333333,Tennessee
2002,15.105916666666667,Tennessee
2003,14.431,Tennessee
2004,14.941333333333334,Tennessee
2005,15.077499999999999,Tennessee
2006,15.16925,Tennessee
2007,15.723,Tennessee
2008,14.4525,Tennessee
2009,14.437166666666668,Tennessee
2010,14.685250000000003,Tennessee
2011,15.237250000000001,Tennessee
2012,16.014166666666664,Tennessee
2013,15.911888888888889,Tennessee
1980,18.553666666666665,Texas
1981,18.542583333333337,Texas
1982,18.336499999999997,Texas
1983,17.625083333333333,Texas
1984,18.377583333333334,Texas
1985,18.174583333333334,Texas
1986,18.787833333333335,Texas
1987,17.85525,Texas
1988,18.148833333333336,Texas
1989,18.10216666666667,Texas
1990,18.83375,Texas
1991,18.382500000000004,Texas
1992,18.151,Texas
1993,17.977166666666665,Texas
1994,18.797416666666667,Texas
1995,18.609916666666667,Texas
1996,18.696916666666667,Texas
1997,17.90083333333333,Texas
1998,19.608166666666666,Texas
1999,19.383166666666664,Texas
2000,19.238000000000003,Texas
2001,18.82975,Texas
2002,18.504166666666666,Texas
2003,18.75575,Texas
2004,18.580249999999996,Texas
2005,18.954583333333336,Texas
2006,19.589583333333334,Texas
2007,18.33758333333333,Texas
2008,18.712,Texas
2009,18.832583333333336,Texas
2010,18.498583333333332,Texas
2011,19.718083333333336,Texas
2012,19.926416666666668,Texas
2013,20.42522222222222,Texas
1980,9.027416666666666,Utah
1981,9.854416666666665,Utah
1982,7.841500000000001,Utah
1983,8.59575,Utah
1984,7.662083333333334,Utah
1985,8.152083333333334,Utah
1986,9.394499999999999,Utah
1987,8.830333333333334,Utah
1988,8.853666666666667,Utah
1989,8.901750000000002,Utah
1990,8.949,Utah
1991,8.331666666666665,Utah
1992,9.142916666666666,Utah
1993,7.944166666666668,Utah
1994,9.475666666666667,Utah
1995,9.204583333333334,Utah
1996,9.450333333333333,Utah
1997,8.702250000000001,Utah
1998,8.716416666666666,Utah
1999,9.225583333333335,Utah
2000,9.761166666666666,Utah
2001,9.655916666666666,Utah
2002,9.074166666666667,Utah
2003,10.029916666666665,Utah
2004,8.988583333333334,Utah
2005,9.326666666666666,Utah
2006,9.240666666666668,Utah
2007,9.664333333333333,Utah
2008,8.630916666666666,Utah
2009,8.830083333333333,Utah
2010,8.804166666666667,Utah
2011,8.436666666666666,Utah
2012,10.248583333333334,Utah
2013,10.98488888888889,Utah
1980,5.389,Vermont
1981,6.281916666666667,Vermont
1982,5.739666666666667,Vermont
1983,6.616416666666667,Vermont
1984,6.442416666666667,Vermont
1985,5.830166666666667,Vermont
1986,6.018083333333333,Vermont
1987,6.291333333333334,Vermont
1988,6.048083333333334,Vermont
1989,5.4440833333333325,Vermont
1990,7.28275,Vermont
1991,7.042249999999999,Vermont
1992,5.43825,Vermont
1993,5.766749999999999,Vermont
1994,5.864916666666666,Vermont
1995,6.326833333333333,Vermont
1996,6.103333333333333,Vermont
1997,5.711833333333334,Vermont
1998,7.861250000000001,Vermont
1999,7.423416666666665,Vermont
2000,6.032416666666667,Vermont
2001,7.117583333333333,Vermont
2002,7.013333333333332,Vermont
2003,5.9025,Vermont
2004,6.0222500000000005,Vermont
2005,6.792916666666667,Vermont
2006,7.6827499999999995,Vermont
2007,6.234333333333332,Vermont
2008,6.622999999999998,Vermont
2009,6.1935,Vermont
2010,7.777666666666668,Vermont
2011,7.32675,Vermont
2012,8.153166666666664,Vermont
2013,8.497222222222222,Vermont
1980,12.894833333333333,Virginia
1981,12.491916666666667,Virginia
1982,13.080083333333334,Virginia
1983,12.957749999999997,Virginia
1984,13.267916666666666,Virginia
1985,13.51958333333333,Virginia
1986,13.634083333333331,Virginia
1987,13.371666666666664,Virginia
1988,12.652833333333334,Virginia
1989,12.875666666666667,Virginia
1990,14.573749999999997,Virginia
1991,14.351083333333335,Virginia
1992,12.969416666666667,Virginia
1993,13.286583333333333,Virginia
1994,13.368833333333333,Virginia
1995,13.207916666666664,Virginia
1996,12.703000000000003,Virginia
1997,13.005916666666666,Virginia
1998,14.636333333333333,Virginia
1999,13.973166666666666,Virginia
2000,13.203583333333334,Virginia
2001,13.741166666666663,Virginia
2002,14.165583333333332,Virginia
2003,13.208833333333331,Virginia
2004,13.698,Virginia
2005,13.688249999999998,Virginia
2006,14.07575,Virginia
2007,14.174333333333335,Virginia
2008,13.57783333333333,Virginia
2009,13.268916666666668,Virginia
2010,13.658500000000002,Virginia
2011,14.291750000000002,Virginia
2012,14.564166666666667,Virginia
2013,14.731555555555556,Virginia
1980,7.781583333333334,Washington
1981,8.411833333333334,Washington
1982,7.411166666666666,Washington
1983,8.092916666666666,Washington
1984,7.356749999999999,Washington
1985,6.574916666666667,Washington
1986,8.401333333333332,Washington
1987,8.887916666666667,Washington
1988,8.402916666666666,Washington
1989,7.971749999999999,Washington
1990,8.371166666666666,Washington
1991,8.30225,Washington
1992,9.15275,Washington
1993,7.423583333333334,Washington
1994,8.72458333333333,Washington
1995,8.561166666666667,Washington
1996,7.507666666666666,Washington
1997,8.368666666666668,Washington
1998,9.123000000000001,Washington
1999,8.242666666666667,Washington
2000,7.859916666666666,Washington
2001,8.284,Washington
2002,8.28875,Washington
2003,9.032333333333336,Washington
2004,9.111833333333335,Washington
2005,8.53175,Washington
2006,8.675333333333333,Washington
2007,8.302416666666668,Washington
2008,7.685916666666667,Washington
2009,8.047583333333334,Washington
2010,8.442166666666667,Washington
2011,7.619333333333334,Washington
2012,8.477916666666667,Washington
2013,10.571777777777775,Washington
1980,10.80808333333333,West Virginia
1981,10.604333333333333,West Virginia
1982,11.407166666666667,West Virginia
1983,11.238416666666666,West Virginia
1984,11.466583333333334,West Virginia
1985,11.496249999999998,West Virginia
1986,11.836333333333334,West Virginia
1987,11.832916666666668,West Virginia
1988,11.0435,West Virginia
1989,10.880833333333333,West Virginia
1990,12.588083333333332,West Virginia
1991,12.589666666666668,West Virginia
1992,11.1315,West Virginia
1993,11.408333333333333,West Virginia
1994,11.379666666666667,West Virginia
1995,11.286833333333334,West Virginia
1996,10.841416666666666,West Virginia
1997,11.047333333333336,West Virginia
1998,12.893083333333335,West Virginia
1999,12.188749999999999,West Virginia
2000,11.466083333333332,West Virginia
2001,12.024333333333333,West Virginia
2002,12.365499999999999,West Virginia
2003,11.358916666666667,West Virginia
2004,11.934000000000003,West Virginia
2005,11.980416666666665,West Virginia
2006,12.230416666666665,West Virginia
2007,12.28025,West Virginia
2008,11.478416666666668,West Virginia
2009,11.411083333333332,West Virginia
2010,11.723166666666666,West Virginia
2011,12.429333333333334,West Virginia
2012,12.876999999999997,West Virginia
2013,13.029444444444444,West Virginia
1980,6.297333333333334,Wisconsin
1981,7.0233333333333325,Wisconsin
1982,5.886,Wisconsin
1983,6.923750000000001,Wisconsin
1984,6.829333333333334,Wisconsin
1985,5.856999999999999,Wisconsin
1986,6.8691666666666675,Wisconsin
1987,8.509833333333333,Wisconsin
1988,6.892083333333333,Wisconsin
1989,5.675166666666667,Wisconsin
1990,7.523583333333334,Wisconsin
1991,7.091416666666665,Wisconsin
1992,6.462166666666666,Wisconsin
1993,5.9135,Wisconsin
1994,6.599833333333334,Wisconsin
1995,6.4995,Wisconsin
1996,5.240166666666666,Wisconsin
1997,6.384000000000001,Wisconsin
1998,8.905333333333333,Wisconsin
1999,7.84,Wisconsin
2000,7.023666666666667,Wisconsin
2001,7.817916666666666,Wisconsin
2002,7.421666666666666,Wisconsin
2003,6.639833333333333,Wisconsin
2004,6.819,Wisconsin
2005,7.6615,Wisconsin
2006,8.152083333333334,Wisconsin
2007,7.489916666666667,Wisconsin
2008,5.903583333333333,Wisconsin
2009,6.204666666666667,Wisconsin
2010,7.869250000000001,Wisconsin
2011,7.191166666666665,Wisconsin
2012,8.959166666666667,Wisconsin
2013,8.085333333333333,Wisconsin
1980,5.815750000000001,Wyoming
1981,6.782333333333331,Wyoming
1982,4.564666666666667,Wyoming
1983,5.23725,Wyoming
1984,4.624333333333333,Wyoming
1985,4.264500000000001,Wyoming
1986,6.026416666666666,Wyoming
1987,6.101916666666665,Wyoming
1988,6.206416666666667,Wyoming
1989,5.300166666666667,Wyoming
1990,5.675916666666666,Wyoming
1991,5.595333333333335,Wyoming
1992,6.02675,Wyoming
1993,4.099749999999999,Wyoming
1994,6.242166666666666,Wyoming
1995,5.536749999999999,Wyoming
1996,5.179583333333334,Wyoming
1997,5.321666666666668,Wyoming
1998,6.04475,Wyoming
1999,6.413333333333333,Wyoming
2000,6.0879166666666675,Wyoming
2001,6.4318333333333335,Wyoming
2002,5.415083333333334,Wyoming
2003,6.36075,Wyoming
2004,6.000333333333334,Wyoming
2005,6.2268333333333326,Wyoming
2006,6.427583333333334,Wyoming
2007,6.510583333333333,Wyoming
2008,5.06675,Wyoming
2009,5.199916666666666,Wyoming
2010,5.7564166666666665,Wyoming
2011,5.3122500000000015,Wyoming
2012,7.306166666666667,Wyoming
2013,8.041111111111112,Wyoming
